"1","7200000","7200000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"2","8640000","15840000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"3","10080000","25920000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"4","11520000","37440000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"5","12960000","50400000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"6","14400000","64800000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"7","15840000","80640000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"8","17280000","97920000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"9","18720000","116640000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"10","20160000","136800000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"11","21600000","158400000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"12","23040000","181440000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"13","24480000","205920000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"14","25920000","231840000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"15","27360000","259200000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"16","28800000","288000000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"17","30240000","318240000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"18","31680000","349920000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"19","33120000","383040000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"20","34560000","417600000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"21","36000000","453600000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"22","37440000","491040000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"23","38880000","529920000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"24","40320000","570240000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"25","41760000","612000000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"26","43200000","655200000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"27","44640000","699840000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"28","46080000","745920000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"29","47520000","793440000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"30","48960000","842400000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"31","50400000","892800000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"32","51840000","944640000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"33","53280000","997920000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"34","54720000","1052640000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"35","56160000","1108800000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"36","57600000","1166400000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"37","59040000","1225440000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"38","60480000","1285920000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"39","61920000","1347840000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"40","63360000","1411200000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"41","64800000","1476000000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"42","66240000","1542240000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"43","67680000","1609920000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"44","69120000","1679040000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"45","70560000","1749600000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"46","72000000","1821600000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"47","73440000","1895040000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"48","74880000","1969920000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"49","76320000","2046240000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"50","77760000","2124000000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"51","79200000","2203200000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"52","80640000","2283840000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"53","82080000","2365920000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"54","83520000","2449440000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"55","84960000","2534400000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"56","86400000","2620800000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"57","87840000","2708640000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"58","89280000","2797920000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"59","90720000","2888640000","2015-02-14 00:00:00","2015-02-14 00:00:00"
"60","92160000","2980800000","2015-02-14 00:00:00","2015-02-14 00:00:00"
